,imdb_id,genre,runtime,release_date,num_cast,num_directors,num_writers,num_producers,num_productionmanagers,num_stunts,num_productioncompanies,num_distributers,imdb_rating,budget,release_month,genres,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
221,tt3498820,"[""'Adventure'"", "" 'Action'"", "" 'Science Fiction'""]",147,2016-04-27,192,2,6,14,16,204,6,40,7.8,250000000,4,"['Adventure', 'Action', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,tt4550098,"[""'Drama'"", "" 'Thriller'""]",116,2016-11-04,67,1,2,5,3,10,4,3,7.5,22500000,11,"['Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
223,tt1628841,"[""'Action'"", "" 'Adventure'"", "" 'Science Fiction'""]",120,2016-06-22,186,1,6,11,8,73,6,28,5.2,165000000,6,"['Action', 'Adventure', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
224,tt3263904,"[""'Drama'"", "" 'History'""]",96,2016-09-07,120,1,3,9,4,50,8,27,7.5,60000000,9,"['Drama', 'History']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
225,tt4972582,"[""'Horror'"", "" 'Thriller'""]",117,2017-01-19,65,1,1,8,4,7,5,27,7.3,9000000,1,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
226,tt3799694,"[""'Action'"", "" 'Comedy'"", "" 'Crime'"", "" 'Mystery'""]",116,2016-05-15,115,1,2,11,3,49,6,1,7.4,50000000,5,"['Action', 'Comedy', 'Crime', 'Mystery']",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
227,tt2140479,"[""'Crime'"", "" 'Thriller'"", "" 'Drama'""]",128,2016-10-14,101,1,1,6,4,57,5,25,7.3,44000000,10,"['Crime', 'Thriller', 'Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
228,tt3065204,"[""'Horror'"", "" 'Mystery'"", "" 'Thriller'""]",134,2016-05-13,55,1,4,8,5,21,5,21,7.4,40000000,5,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
229,tt2674426,"[""'Drama'"", "" 'Romance'""]",110,2016-06-02,51,1,1,7,10,5,3,20,7.4,20000000,6,"['Drama', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
230,tt3741834,"[""'Drama'""]",118,2016-11-24,43,1,2,14,15,7,5,1,8.1,12000000,11,['Drama'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231,tt2404435,"[""'Adventure'"", "" 'Action'"", "" 'Western'""]",132,2016-09-14,115,1,5,7,8,95,8,47,6.9,90000000,9,"['Adventure', 'Action', 'Western']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232,tt1860357,"[""'Drama'"", "" 'Action'""]",107,2016-09-29,125,1,5,15,8,46,6,32,7.1,110000000,9,"['Drama', 'Action']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233,tt4975722,"[""'Drama'""]",111,2016-10-21,26,1,2,10,2,23,3,26,7.4,4000000,10,['Drama'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,tt3783958,"[""'Comedy'"", "" 'Drama'"", "" 'Romance'""]",129,2016-11-29,213,1,1,16,9,35,6,55,8.0,30000000,11,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
235,tt0803096,"[""'Action'"", "" 'Adventure'"", "" 'Fantasy'""]",123,2016-05-25,54,1,2,17,15,49,10,28,6.9,160000000,5,"['Action', 'Adventure', 'Fantasy']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
236,tt1489889,"[""'Action'"", "" 'Comedy'"", "" 'Mystery'""]",107,2016-06-15,160,1,3,13,1,66,6,24,6.3,50000000,6,"['Action', 'Comedy', 'Mystery']",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
237,tt1211837,"[""'Action'"", "" 'Adventure'"", "" 'Fantasy'"", "" 'Science Fiction'""]",115,2016-10-25,75,1,5,7,16,137,2,45,7.5,165000000,10,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
238,tt3183660,"[""'Adventure'"", "" 'Family'"", "" 'Fantasy'""]",133,2016-11-16,189,1,1,8,8,88,2,25,7.3,180000000,11,"['Adventure', 'Family', 'Fantasy']",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
239,tt2277860,"[""'Adventure'"", "" 'Animation'"", "" 'Comedy'"", "" 'Family'""]",97,2016-06-16,66,2,4,3,117,94,2,31,7.3,200000000,6,"['Adventure', 'Animation', 'Comedy', 'Family']",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
240,tt3631112,"[""'Crime'"", "" 'Drama'"", "" 'Mystery'"", "" 'Romance'"", "" 'Thriller'""]",112,2016-10-05,57,1,2,7,6,9,4,65,6.5,45000000,10,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
241,tt3385516,"[""'Action'"", "" 'Adventure'"", "" 'Science Fiction'"", "" 'Fantasy'""]",144,2016-05-18,109,1,6,11,9,137,6,29,7.0,178000000,5,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
242,tt4034228,"[""'Drama'""]",138,2016-11-18,74,1,1,11,3,12,8,1,7.8,9000000,11,['Drama'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243,tt4276820,"[""'Drama'"", "" 'History'""]",115,2016-09-13,73,1,1,15,3,2,5,1,7.2,25000000,9,"['Drama', 'History']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
244,tt4682786,"[""'Drama'"", "" 'Romance'""]",97,2016-12-06,61,1,1,15,2,24,6,20,6.8,36000000,12,"['Drama', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
246,tt5022702,"[""'Horror'"", "" 'Thriller'""]",82,2016-03-12,5,1,2,8,3,13,2,3,6.6,1000000,3,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
247,tt2241351,"[""'Thriller'"", "" 'Drama'""]",98,2016-05-12,153,1,3,13,3,16,4,24,6.5,27000000,5,"['Thriller', 'Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
248,tt2567026,"[""'Adventure'"", "" 'Family'"", "" 'Fantasy'""]",113,2016-05-25,104,1,2,6,12,37,6,26,6.2,170000000,5,"['Adventure', 'Family', 'Fantasy']",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
249,tt3410834,"[""'Adventure'"", "" 'Science Fiction'"", "" 'Action'"", "" 'Mystery'""]",121,2016-03-09,224,1,4,14,3,121,3,43,5.7,110000000,3,"['Adventure', 'Science Fiction', 'Action', 'Mystery']",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
250,tt4302938,"[""'Animation'"", "" 'Adventure'"", "" 'Family'""]",102,2016-08-18,22,1,3,3,52,106,2,23,7.8,60000000,8,"['Animation', 'Adventure', 'Family']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
252,tt2381991,"[""'Action'"", "" 'Adventure'"", "" 'Drama'""]",114,2016-04-06,71,1,3,4,5,61,3,21,6.1,115000000,4,"['Action', 'Adventure', 'Drama']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
253,tt3691740,"[""'Adventure'"", "" 'Family'"", "" 'Fantasy'""]",120,2016-06-01,49,1,2,10,7,78,6,1,6.4,140000000,6,"['Adventure', 'Family', 'Fantasy']",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
254,tt1974419,"[""'Thriller'"", "" 'Horror'"", "" 'Mystery'""]",118,2016-06-08,57,1,3,20,1,5,6,2,6.2,7000000,6,"['Thriller', 'Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
255,tt3640424,"[""'Action'"", "" 'Drama'"", "" 'War'"", "" 'Romance'"", "" 'Thriller'""]",124,2016-11-17,94,1,1,9,7,18,4,33,7.1,85000000,11,"['Action', 'Drama', 'War', 'Romance', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
257,tt2304933,"[""'Adventure'"", "" 'Science Fiction'""]",112,2016-01-14,116,1,4,8,2,58,4,25,5.2,38000000,1,"['Adventure', 'Science Fiction']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
258,tt3544112,"[""'Comedy'"", "" 'Romance'"", "" 'Drama'"", "" 'Music'""]",106,2016-03-11,26,1,2,15,11,3,6,2,8.0,63573,3,"['Comedy', 'Romance', 'Drama', 'Music']",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
259,tt4172430,"[""'Action'"", "" 'Drama'"", "" 'History'"", "" 'Thriller'"", "" 'War'""]",144,2016-01-13,84,1,2,9,8,46,5,35,7.3,50000000,1,"['Action', 'Drama', 'History', 'Thriller', 'War']",1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
260,tt2034800,"[""'Action'"", "" 'Adventure'"", "" 'Fantasy'""]",103,2016-12-16,19,1,6,12,12,106,8,36,6.0,150000000,12,"['Action', 'Adventure', 'Fantasy']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
261,tt4786282,"[""'Thriller'"", "" 'Mystery'"", "" 'Horror'""]",81,2016-07-21,15,1,2,16,4,14,4,16,6.3,4900000,7,"['Thriller', 'Mystery', 'Horror']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
262,tt1292566,"[""'Comedy'"", "" 'Romance'""]",110,2016-01-21,96,1,4,12,8,39,5,18,6.1,38000000,1,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
263,tt2592614,"[""'Action'"", "" 'Horror'"", "" 'Science Fiction'""]",107,2016-12-23,84,1,1,10,7,64,4,1,5.6,40000000,12,"['Action', 'Horror', 'Science Fiction']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
264,tt4438848,"[""'Comedy'""]",91,2016-05-04,98,1,5,15,4,15,4,22,5.7,35000000,5,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265,tt4698684,"[""'Adventure'"", "" 'Comedy'"", "" 'Drama'""]",101,2016-03-31,25,1,3,10,9,54,3,1,7.9,78439,3,"['Adventure', 'Comedy', 'Drama']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
266,tt2823054,"[""'Comedy'""]",98,2016-07-07,90,1,2,7,3,22,3,20,6.0,33000000,7,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
267,tt4572514,"[""'Crime'"", "" 'Drama'"", "" 'Thriller'""]",133,2016-12-12,289,1,5,20,2,58,5,49,7.4,45000000,12,"['Crime', 'Drama', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
268,tt3531824,"[""'Mystery'"", "" 'Adventure'"", "" 'Crime'""]",96,2016-07-27,96,2,2,9,3,20,4,21,6.6,19000000,7,"['Mystery', 'Adventure', 'Crime']",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
269,tt3949660,"[""'Action'"", "" 'Adventure'"", "" 'Comedy'"", "" 'Family'"", "" 'Science Fiction'""]",112,2016-06-01,128,1,4,15,20,118,7,24,6.0,135000000,6,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
270,tt0475290,"[""'Comedy'"", "" 'Drama'"", "" 'Mystery'""]",106,2016-02-05,236,2,2,6,5,37,5,1,6.3,22000000,2,"['Comedy', 'Drama', 'Mystery']",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
271,tt2404233,"[""'Action'"", "" 'Adventure'"", "" 'Fantasy'"", "" 'Science Fiction'""]",127,2016-02-25,58,1,2,9,8,76,5,39,5.4,140000000,2,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
272,tt4501244,"[""'Comedy'""]",111,2016-12-22,58,1,3,8,3,18,5,24,6.2,38000000,12,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
273,tt2671706,"[""'Drama'""]",139,2016-12-16,35,1,1,17,3,6,5,23,7.2,24000000,12,['Drama'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
275,tt3289956,"[""'Horror'"", "" 'Mystery'""]",86,2016-12-21,11,1,2,10,3,17,3,1,6.8,10474,12,"['Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
276,tt3381008,"[""'Action'"", "" 'Comedy'""]",83,2016-02-24,154,1,3,18,9,78,7,20,6.2,35000000,2,"['Action', 'Comedy']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
277,tt3393786,"[""'Action'"", "" 'Adventure'"", "" 'Crime'""]",118,2016-10-19,155,1,4,8,4,64,6,32,6.1,60000000,10,"['Action', 'Adventure', 'Crime']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
278,tt4651520,"[""'Comedy'""]",100,2016-07-28,115,2,2,10,6,23,4,28,6.2,20000000,7,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
279,tt1860213,"[""'Comedy'""]",102,2016-01-21,97,1,1,9,4,47,6,28,5.9,25000000,1,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
280,tt3774114,"[""'Drama'"", "" 'History'"", "" 'Crime'"", "" 'Thriller'""]",134,2016-09-15,97,1,4,24,4,8,3,3,7.3,40000000,9,"['Drama', 'History', 'Crime', 'Thriller']",0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
281,tt4034354,"[""'Comedy'"", "" 'Drama'"", "" 'Romance'"", "" 'Fantasy'"", "" 'Adventure'""]",97,2016-06-24,11,2,2,10,2,21,3,17,7.0,3000000,6,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']",0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
282,tt3416532,"[""'Drama'"", "" 'Fantasy'""]",108,2016-10-07,21,1,2,12,11,7,5,37,7.5,43000000,10,"['Drama', 'Fantasy']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
283,tt4052882,"[""'Horror'"", "" 'Drama'"", "" 'Thriller'""]",86,2016-06-24,12,1,1,4,4,23,3,22,6.3,17000000,6,"['Horror', 'Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
284,tt4094724,"[""'Action'"", "" 'Horror'"", "" 'Thriller'""]",105,2016-06-29,145,1,1,9,4,42,6,34,6.0,10000000,6,"['Action', 'Horror', 'Thriller']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
285,tt0490215,"[""'Drama'"", "" 'History'""]",161,2016-12-22,66,1,3,41,9,6,12,1,7.2,46000000,12,"['Drama', 'History']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
287,tt1878870,"[""'Comedy'"", "" 'Drama'""]",104,2016-11-18,31,1,1,16,6,3,4,1,7.4,9000000,11,"['Comedy', 'Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
288,tt4731136,"[""'Horror'"", "" 'Mystery'"", "" 'Science Fiction'"", "" 'Thriller'""]",146,2017-02-15,68,1,2,10,3,20,5,19,6.4,40000000,2,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
289,tt2488496,"[""'Action'"", "" 'Adventure'"", "" 'Science Fiction'"", "" 'Fantasy'""]",136,2015-12-15,181,1,4,14,15,71,4,57,8.0,245000000,12,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
290,tt2381249,"[""'Action'"", "" 'Adventure'"", "" 'Thriller'""]",131,2015-07-23,202,1,3,12,13,81,9,60,7.4,150000000,7,"['Action', 'Adventure', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,tt1502712,"[""'Action'"", "" 'Adventure'"", "" 'Science Fiction'""]",100,2015-08-05,129,1,5,8,3,77,8,31,4.3,120000000,8,"['Action', 'Adventure', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
292,tt3569230,"[""'Crime'"", "" 'Thriller'""]",131,2015-09-09,136,1,2,16,3,46,3,20,7.0,30000000,9,"['Crime', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
293,tt4046784,"[""'Action'"", "" 'Science Fiction'"", "" 'Thriller'""]",132,2015-09-09,75,1,2,9,4,48,3,24,6.3,61000000,9,"['Action', 'Science Fiction', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
294,tt3659388,"[""'Drama'"", "" 'Adventure'"", "" 'Science Fiction'""]",141,2015-09-30,63,1,2,9,14,37,7,29,8.0,108000000,9,"['Drama', 'Adventure', 'Science Fiction']",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
295,tt1638355,"[""'Comedy'"", "" 'Action'"", "" 'Adventure'""]",116,2015-08-13,94,1,5,10,12,68,4,34,7.3,75000000,8,"['Comedy', 'Action', 'Adventure']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
296,tt4178092,"[""'Thriller'"", "" 'Mystery'"", "" 'Drama'""]",108,2015-07-30,23,1,1,11,2,15,3,27,7.1,5000000,7,"['Thriller', 'Mystery', 'Drama']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
298,tt1964418,"[""'Adventure'"", "" 'Family'"", "" 'Mystery'"", "" 'Science Fiction'""]",130,2015-05-19,106,1,3,11,13,54,3,29,6.4,190000000,5,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
299,tt0810819,"[""'Drama'""]",120,2015-11-27,70,1,2,14,6,2,12,1,7.1,15000000,11,['Drama'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
300,tt0478970,"[""'Science Fiction'"", "" 'Action'"", "" 'Adventure'""]",117,2015-07-14,166,1,7,10,7,140,3,32,7.3,130000000,7,"['Science Fiction', 'Action', 'Adventure']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
301,tt3170832,"[""'Drama'"", "" 'Thriller'""]",117,2015-10-16,27,1,1,12,2,3,7,2,8.2,13000000,10,"['Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
302,tt1355683,"[""'Drama'"", "" 'Crime'""]",122,2015-09-04,197,1,4,19,3,22,5,1,6.9,53000000,9,"['Drama', 'Crime']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
303,tt2719848,"[""'Adventure'"", "" 'Drama'""]",121,2015-09-10,65,1,2,19,13,21,5,48,7.1,55000000,9,"['Adventure', 'Drama']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
304,tt2120120,"[""'Action'"", "" 'Comedy'"", "" 'Science Fiction'""]",105,2015-07-16,144,1,3,19,11,103,7,37,5.6,88000000,7,"['Action', 'Comedy', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
305,tt1596363,"[""'Comedy'"", "" 'Drama'""]",131,2015-12-11,198,1,3,7,3,8,3,28,7.8,28000000,12,"['Comedy', 'Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
306,tt2080374,"[""'Drama'"", "" 'History'""]",122,2015-10-09,225,1,2,10,4,67,8,23,7.2,30000000,10,"['Drama', 'History']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
307,tt2820852,"[""'Action'"", "" 'Crime'"", "" 'Thriller'"", "" 'Drama'""]",137,2015-04-01,159,1,2,10,10,205,10,63,7.2,190000000,4,"['Action', 'Crime', 'Thriller', 'Drama']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
308,tt3079380,"[""'Action'"", "" 'Comedy'"", "" 'Crime'""]",120,2015-05-06,63,1,1,10,14,61,3,34,7.0,65000000,5,"['Action', 'Comedy', 'Crime']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
309,tt1823672,"[""'Crime'"", "" 'Action'"", "" 'Science Fiction'""]",120,2015-03-04,46,1,2,6,6,30,9,33,6.8,49000000,3,"['Crime', 'Action', 'Science Fiction']",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
310,tt3152624,"[""'Comedy'"", "" 'Romance'""]",125,2015-07-17,90,1,1,8,4,8,4,26,6.2,35000000,7,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
311,tt3460252,"[""'Crime'"", "" 'Drama'"", "" 'Mystery'"", "" 'Western'""]",188,2015-12-25,18,1,1,8,5,27,3,1,7.8,44000000,12,"['Crime', 'Drama', 'Mystery', 'Western']",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
312,tt2554274,"[""'Drama'"", "" 'Fantasy'"", "" 'Horror'"", "" 'Mystery'"", "" 'Romance'"", "" 'Thriller'""]",119,2015-10-13,55,1,2,5,5,14,2,23,6.5,55000000,10,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
313,tt2848292,"[""'Comedy'"", "" 'Music'""]",115,2015-05-07,205,1,2,9,2,13,3,1,6.4,29000000,5,"['Comedy', 'Music']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
314,tt1398426,"[""'Drama'"", "" 'Music'""]",147,2015-08-13,277,1,4,17,3,114,8,21,7.9,28000000,8,"['Drama', 'Music']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
315,tt1663202,"[""'Western'"", "" 'Drama'"", "" 'Adventure'"", "" 'Thriller'""]",157,2015-12-25,74,1,3,19,13,110,10,31,8.0,135000000,12,"['Western', 'Drama', 'Adventure', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
316,tt0369610,"[""'Action'"", "" 'Adventure'"", "" 'Science Fiction'"", "" 'Thriller'""]",124,2015-06-06,229,1,5,6,6,105,6,46,7.0,150000000,6,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
317,tt1661199,"[""'Romance'"", "" 'Fantasy'"", "" 'Family'"", "" 'Drama'""]",105,2015-03-12,80,1,2,5,7,31,4,21,6.9,95000000,3,"['Romance', 'Fantasy', 'Family', 'Drama']",0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
318,tt2361509,"[""'Comedy'""]",121,2015-09-24,121,1,1,8,4,19,1,1,7.1,35000000,9,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
319,tt1895587,"[""'Drama'"", "" 'Thriller'"", "" 'History'""]",129,2015-11-06,150,1,2,16,4,9,4,1,8.1,20000000,11,"['Drama', 'Thriller', 'History']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
320,tt2395427,"[""'Action'"", "" 'Adventure'"", "" 'Science Fiction'""]",141,2015-04-22,143,1,5,16,32,247,2,30,7.4,250000000,4,"['Action', 'Adventure', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
321,tt2379713,"[""'Action'"", "" 'Adventure'"", "" 'Crime'""]",148,2015-10-26,183,1,5,12,27,164,6,45,6.8,245000000,10,"['Action', 'Adventure', 'Crime']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
322,tt2381941,"[""'Romance'"", "" 'Comedy'"", "" 'Crime'"", "" 'Drama'""]",105,2015-02-25,143,2,2,5,12,7,3,37,6.6,50100000,2,"['Romance', 'Comedy', 'Crime', 'Drama']",0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
323,tt1340138,"[""'Science Fiction'"", "" 'Action'"", "" 'Thriller'"", "" 'Adventure'""]",126,2015-06-23,125,1,4,9,8,112,2,1,6.4,155000000,6,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
324,tt1617661,"[""'Science Fiction'"", "" 'Fantasy'"", "" 'Action'"", "" 'Adventure'""]",124,2015-02-04,90,2,2,7,14,94,4,39,5.3,176000000,2,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
325,tt2322441,"[""'Drama'"", "" 'Romance'"", "" 'Thriller'""]",125,2015-02-11,43,1,2,5,7,5,3,46,4.1,40000000,2,"['Drama', 'Romance', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
326,tt1392190,"[""'Action'"", "" 'Adventure'"", "" 'Science Fiction'"", "" 'Thriller'""]",121,2015-05-13,78,1,3,11,11,155,4,44,8.1,150000000,5,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
327,tt1951266,"[""'Action'"", "" 'Adventure'"", "" 'Science Fiction'""]",137,2015-11-18,179,1,3,15,14,203,3,36,6.6,160000000,11,"['Action', 'Adventure', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
328,tt1655441,"[""'Fantasy'"", "" 'Drama'"", "" 'Romance'""]",112,2015-04-16,49,1,2,13,2,7,2,26,7.2,25000000,4,"['Fantasy', 'Drama', 'Romance']",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
329,tt1798684,"[""'Action'"", "" 'Drama'""]",123,2015-06-15,159,1,1,21,10,11,4,25,7.4,30000000,6,"['Action', 'Drama']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
330,tt2126355,"[""'Action'"", "" 'Drama'"", "" 'Thriller'""]",114,2015-05-27,245,1,3,9,11,102,4,34,6.1,110000000,5,"['Action', 'Drama', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
331,tt3076658,"[""'Drama'""]",133,2015-11-25,260,1,3,8,7,20,4,30,7.6,35000000,11,['Drama'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
332,tt3397884,"[""'Action'"", "" 'Crime'"", "" 'Drama'"", "" 'Mystery'"", "" 'Thriller'""]",122,2015-09-17,101,1,1,10,4,45,3,42,7.6,30000000,9,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
333,tt2637276,"[""'Comedy'""]",115,2015-06-25,325,1,3,11,5,63,5,27,6.3,68000000,6,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
334,tt4263482,"[""'Mystery'"", "" 'Horror'""]",92,2016-02-19,35,1,1,23,5,7,9,1,6.8,4000000,2,"['Mystery', 'Horror']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
335,tt3682448,"[""'Thriller'"", "" 'Drama'""]",141,2015-10-15,172,1,3,10,12,36,8,30,7.6,40000000,10,"['Thriller', 'Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
