,imdb_id,genre,runtime,release_date,num_cast,num_directors,num_writers,num_producers,num_productionmanagers,num_stunts,num_productioncompanies,num_distributers
474,tt1605717,"['Comedy', 'Drama', 'Mystery']",95.0,2014-05-02,55,1,2,9,3.0,11.0,4,1
475,tt2203939,"['Comedy', 'Romance']",109.0,2014-04-16,89,1,1,5,4.0,11.0,2,26
476,tt1355630,['Drama'],106.0,2014-08-21,50,1,2,7,3.0,6.0,3,27
477,tt0435651,"['Drama', 'Science Fiction']",94.0,2014-08-11,26,1,3,14,7.0,30.0,6,33
478,tt1791528,"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']",148.0,2014-12-25,109,1,2,8,3.0,13.0,4,30
479,tt1638002,"['Comedy', 'Romance']",102.0,2014-10-16,54,1,2,10,4.0,8.0,2,1
480,tt1086772,['Comedy'],117.0,2014-05-21,89,1,2,14,6.0,12.0,4,31
481,tt3007512,"['War', 'Drama']",112.0,2014-12-25,82,1,2,12,8.0,35.0,5,22
482,tt2170439,['Comedy'],108.0,2014-11-26,67,1,5,11,3.0,25.0,3,34
483,tt2692250,"['Adventure', 'Comedy', 'Fantasy', 'Family']",97.0,2014-12-17,89,1,5,10,8.0,26.0,5,33
484,tt2975578,"['Horror', 'Thriller']",104.0,2014-07-17,76,1,1,8,7.0,39.0,4,29
485,tt1600196,"['Drama', 'Crime']",106.0,2014-09-12,49,1,1,7,2.0,4.0,6,30
486,tt1911658,"['Family', 'Animation', 'Adventure', 'Comedy']",92.0,2014-11-22,49,2,5,11,1.0,,2,29
487,tt2980648,['Drama'],122.0,2014-08-06,41,1,2,9,13.0,12.0,8,23
488,tt1924435,['Comedy'],104.0,2014-08-13,170,1,2,5,5.0,30.0,3,19
489,tt2305051,['Drama'],115.0,2014-12-05,82,1,2,9,3.0,16.0,3,34
490,tt1800246,"['Comedy', 'Romance']",94.0,2014-01-29,46,1,1,18,5.0,3.0,6,2
491,tt1267297,"['Action', 'Adventure']",99.0,2014-07-23,71,1,3,8,10.0,91.0,7,42
492,tt1205537,"['Action', 'Drama', 'Thriller']",105.0,2014-01-15,166,1,3,11,11.0,99.0,6,46
493,tt2369135,"['Action', 'Crime', 'Drama', 'Thriller']",130.0,2014-03-13,89,1,2,9,5.0,88.0,3,1
494,tt1020072,"['History', 'Drama']",127.0,2014-12-25,138,1,1,11,4.0,52.0,7,30
495,tt2338151,"['Comedy', 'Drama']",153.0,2014-12-18,31,1,2,4,6.0,6.0,2,7
496,tt1109624,"['Comedy', 'Adventure', 'Family']",96.0,2014-11-28,71,1,3,11,3.0,12.0,9,1
497,tt2177771,"['War', 'Drama', 'History', 'Action']",118.0,2014-01-24,113,1,4,6,8.0,33.0,5,26
498,tt1408253,"['Action', 'Comedy']",99.0,2014-01-07,74,1,4,8,3.0,74.0,5,19
499,tt1528100,"['Adventure', 'Drama', 'Action']",150.0,2014-12-03,77,1,4,15,14.0,127.0,4,40
500,tt2172934,"['Action', 'Drama', 'Thriller', 'Crime']",113.0,2014-02-14,55,1,2,10,21.0,72.0,4,3
501,tt2870612,"['Horror', 'Thriller']",93.0,2014-08-14,16,1,2,8,4.0,17.0,3,20
